"nuvirdi";"teg_eign";"matssvaedi";"ibm2"
28469;"Íbúðareign";100;114.2
29461;"Íbúðareign";80;89
144281;"Íbúðareign";20;166.4
27461;"Íbúðareign";280;80.6
39658;"Íbúðareign";281;120
38263;"Íbúðareign";72;100.4
28915;"Íbúðareign";11;70.4
24676;"Íbúðareign";110;88.4
27179;"Íbúðareign";110;99.7
41835;"Íbúðareign";100;113.8
30155;"Íbúðareign";200;87.5
25900;"Íbúðareign";200;96.7
53779;"Íbúðareign";70;145.9
29134;"Íbúðareign";180;101.7
25951;"Íbúðareign";20;68.1
28286;"Íbúðareign";90;81.3
22397;"Íbúðareign";110;51
50598;"Einbýlishús";210;280.6
75433;"Einbýlishús";283;264
37716;"Íbúðareign";20;91.2
46916;"Íbúðareign";90;138.8
26258;"Íbúðareign";130;91.8
34433;"Íbúðareign";100;111.7
21179;"Íbúðareign";160;79.1
42462;"Íbúðareign";280;121.9
45007;"Einbýlishús";150;199.3
27355;"Íbúðareign";80;73.5
22682;"Íbúðareign";100;59.4
52942;"Íbúðareign";72;128.2
25993;"Íbúðareign";120;93.2
44566;"Íbúðareign";20;116.9
47418;"Íbúðareign";20;105.5
32000;"Íbúðareign";210;123.4
34663;"Íbúðareign";85;99.6
15573;"Íbúðareign";161;57.7
37328;"Íbúðareign";90;122.5
23930;"Íbúðareign";150;78.3
15987;"Íbúðareign";170;60.3
21000;"Íbúðareign";20;65.5
39479;"Íbúðareign";100;144.9
27619;"Íbúðareign";100;103.7
34185;"Íbúðareign";150;167.4
56104;"Íbúðareign";20;152.2
27773;"Íbúðareign";181;85.3
27975;"Íbúðareign";100;73.8
27652;"Íbúðareign";281;86
30797;"Íbúðareign";280;81.6
19682;"Íbúðareign";160;57.9
24263;"Íbúðareign";160;90
34900;"Íbúðareign";180;106
28577;"Íbúðareign";90;72.1
19755;"Íbúðareign";91;59
31273;"Íbúðareign";180;108.4
25333;"Íbúðareign";180;74
20273;"Íbúðareign";284;56.5
62160;"Íbúðareign";20;121.5
35958;"Íbúðareign";85;99
24710;"Íbúðareign";72;69.2
77699;"Íbúðareign";20;128.8
44140;"Íbúðareign";181;118.5
33219;"Íbúðareign";70;106.4
29591;"Íbúðareign";25;71.1
21231;"Íbúðareign";170;62.1
17976;"Íbúðareign";161;73.3
30568;"Íbúðareign";20;64
28386;"Íbúðareign";72;69.8
23500;"Íbúðareign";100;63.9
21792;"Íbúðareign";160;77.2
22831;"Íbúðareign";200;69.6
40855;"Íbúðareign";80;123.3
35747;"Íbúðareign";72;72.7
21500;"Íbúðareign";72;52.9
30010;"Íbúðareign";270;81.2
25093;"Íbúðareign";170;102
18000;"Íbúðareign";281;80.9
19687;"Íbúðareign";20;48
26406;"Íbúðareign";281;82.3
18183;"Íbúðareign";160;53.6
37173;"Íbúðareign";80;122.8
39000;"Íbúðareign";70;101.2
52475;"Einbýlishús";283;205.4
42000;"Íbúðareign";20;84.3
91448;"Einbýlishús";72;331.3
39000;"Íbúðareign";20;89.2
16993;"Íbúðareign";90;41.3
30158;"Íbúðareign";100;81.9
27394;"Íbúðareign";20;67.8
22458;"Íbúðareign";20;67.8
39929;"Íbúðareign";72;100.2
32000;"Íbúðareign";100;111.2
26445;"Íbúðareign";100;93.2
26277;"Íbúðareign";80;71.4
28162;"Íbúðareign";90;68.3
37000;"Íbúðareign";85;105.1
18792;"Íbúðareign";150;59.9
29700;"Íbúðareign";100;113.9
27917;"Íbúðareign";270;88
40768;"Íbúðareign";20;84.6
24690;"Íbúðareign";160;95.7
52111;"Íbúðareign";180;136.8
113090;"Einbýlishús";20;255.3
27476;"Íbúðareign";150;109.1
30593;"Íbúðareign";120;84.8
21552;"Íbúðareign";100;70.5
27712;"Íbúðareign";100;90.8
38560;"Íbúðareign";270;127.2
20490;"Íbúðareign";91;59
28326;"Íbúðareign";100;74.7
25200;"Íbúðareign";100;96.1
28793;"Íbúðareign";100;85.3
21056;"Íbúðareign";170;62.5
22981;"Íbúðareign";20;56.8
32416;"Íbúðareign";72;83
33427;"Íbúðareign";281;85.3
62198;"Íbúðareign";20;127.6
17550;"Íbúðareign";91;54.9
24993;"Íbúðareign";90;50
29057;"Íbúðareign";100;84.8
57993;"Íbúðareign";283;125.4
23000;"Íbúðareign";25;43.3
28438;"Íbúðareign";160;92.6
16459;"Íbúðareign";20;35.1
42949;"Einbýlishús";160;209.4
27193;"Íbúðareign";283;84.2
49539;"Einbýlishús";120;135.6
28617;"Íbúðareign";130;87
35000;"Íbúðareign";80;86.8
14700;"Íbúðareign";100;59.1
61361;"Einbýlishús";150;274.4
17893;"Íbúðareign";200;51.1
18832;"Íbúðareign";100;45.5
24821;"Íbúðareign";85;57.5
23203;"Íbúðareign";160;93.6
19746;"Íbúðareign";200;79.7
29044;"Íbúðareign";130;105.5
27858;"Íbúðareign";91;102.5
19988;"Íbúðareign";161;72.2
15400;"Íbúðareign";160;43.4
23620;"Íbúðareign";100;74.1
42012;"Íbúðareign";20;91.1
122831;"Íbúðareign";20;168.6
20500;"Íbúðareign";200;78.9
37852;"Einbýlishús";100;100.7
20968;"Íbúðareign";280;50.5
37947;"Íbúðareign";100;102.7
25129;"Íbúðareign";90;75.7
35577;"Íbúðareign";130;122.5
26937;"Íbúðareign";85;95.5
22465;"Íbúðareign";130;75.6
63546;"Einbýlishús";220;243
31000;"Íbúðareign";72;99.6
35317;"Íbúðareign";11;88.7
13479;"Íbúðareign";100;46.3
24864;"Íbúðareign";150;69.7
59083;"Íbúðareign";20;121.9
27000;"Íbúðareign";180;101.3
20584;"Íbúðareign";160;72.6
23464;"Íbúðareign";280;53.3
31409;"Íbúðareign";270;100.2
37000;"Íbúðareign";72;126.2
27000;"Íbúðareign";72;92.3
18494;"Íbúðareign";90;44.6
41870;"Íbúðareign";72;117.7
23970;"Íbúðareign";72;70.5
65159;"Íbúðareign";70;194.8
30400;"Íbúðareign";280;96.2
45044;"Íbúðareign";90;142.2
34724;"Íbúðareign";80;107.6
24577;"Íbúðareign";100;89.5
35430;"Íbúðareign";280;86.2
26563;"Íbúðareign";130;82.5
31870;"Íbúðareign";90;65
28269;"Íbúðareign";200;87.5
68700;"Einbýlishús";20;178.1
28900;"Íbúðareign";20;71.7
27336;"Íbúðareign";150;70
24996;"Íbúðareign";80;64.9
30600;"Íbúðareign";270;118.5
17191;"Íbúðareign";160;74.7
22000;"Íbúðareign";160;98.2
18194;"Íbúðareign";25;63.7
48388;"Íbúðareign";91;135.5
17395;"Íbúðareign";161;57.7
27850;"Íbúðareign";20;87.3
18980;"Íbúðareign";160;57.4
20520;"Íbúðareign";180;62.9
71395;"Einbýlishús";70;178.5
17493;"Íbúðareign";90;47.6
22192;"Íbúðareign";100;45.4
28140;"Íbúðareign";72;89.4
19305;"Íbúðareign";160;82.9
33045;"Íbúðareign";20;59.2
27277;"Íbúðareign";130;91.6
40910;"Íbúðareign";90;97.6
41967;"Íbúðareign";90;97.6
38407;"Íbúðareign";90;101.1
37175;"Íbúðareign";90;97.6
35227;"Íbúðareign";90;89.1
80463;"Íbúðareign";90;153.9
45350;"Einbýlishús";150;181.8
23850;"Íbúðareign";150;96.8
28834;"Íbúðareign";20;86.2
24976;"Íbúðareign";130;78.9
26488;"Íbúðareign";90;69.3
29816;"Íbúðareign";90;79.4
17500;"Íbúðareign";100;48.1
20564;"Íbúðareign";220;74.4
28693;"Íbúðareign";270;88.8
20495;"Íbúðareign";80;52.7
37355;"Íbúðareign";90;63.9
25846;"Íbúðareign";72;65
27479;"Íbúðareign";100;88.4
18193;"Íbúðareign";161;74.9
18676;"Íbúðareign";90;42.9
34259;"Íbúðareign";130;118.3
22149;"Íbúðareign";160;88.4
24949;"Íbúðareign";270;79.5
17600;"Íbúðareign";284;57.9
28980;"Íbúðareign";91;98.9
33972;"Íbúðareign";20;68.5
37972;"Íbúðareign";20;73.9
25398;"Íbúðareign";283;82.8
33633;"Íbúðareign";85;107.6
137275;"Einbýlishús";75;256.4
24026;"Íbúðareign";90;96.7
35910;"Íbúðareign";80;103
22891;"Íbúðareign";100;68.8
28858;"Íbúðareign";270;75.3
27494;"Íbúðareign";130;83.2
23492;"Íbúðareign";160;100.7
50681;"Íbúðareign";20;156.3
28886;"Íbúðareign";180;101.7
52128;"Íbúðareign";25;100
32750;"Íbúðareign";270;102.5
26893;"Íbúðareign";72;72.8
29862;"Íbúðareign";72;72.3
25300;"Íbúðareign";72;52.2
21993;"Íbúðareign";130;60.1
24982;"Íbúðareign";280;70
26595;"Íbúðareign";120;95.2
23095;"Íbúðareign";160;72.8
23900;"Íbúðareign";160;76.1
20467;"Íbúðareign";20;60
24825;"Íbúðareign";20;52.4
25000;"Íbúðareign";80;82.1
18826;"Íbúðareign";70;56.9
33046;"Íbúðareign";120;113
24445;"Íbúðareign";100;67.2
35233;"Íbúðareign";270;130.9
33693;"Íbúðareign";80;94.6
38278;"Íbúðareign";280;89.4
43950;"Íbúðareign";90;116.1
24110;"Íbúðareign";284;76.1
26972;"Íbúðareign";200;101.7
19500;"Íbúðareign";90;51
34861;"Íbúðareign";100;98.2
32859;"Íbúðareign";20;66.9
38156;"Íbúðareign";120;123.6
41534;"Íbúðareign";70;97.2
28282;"Íbúðareign";150;99.1
26493;"Íbúðareign";20;64.4
23479;"Íbúðareign";220;85.2
28184;"Íbúðareign";180;101.7
35914;"Íbúðareign";90;122.3
30979;"Einbýlishús";20;68.4
27000;"Íbúðareign";130;90.7
15684;"Íbúðareign";100;47.6
59195;"Einbýlishús";130;175
19000;"Íbúðareign";100;47.9
23411;"Íbúðareign";200;71.2
23943;"Íbúðareign";20;57.1
22602;"Íbúðareign";150;68.6
19102;"Íbúðareign";90;57.8
30907;"Íbúðareign";210;106.5
24210;"Íbúðareign";160;98.8
25973;"Íbúðareign";200;115.3
16886;"Íbúðareign";161;57.7
31463;"Íbúðareign";85;65.4
25990;"Íbúðareign";20;57.7
35000;"Íbúðareign";20;64
36852;"Íbúðareign";150;188.6
27162;"Íbúðareign";80;80.8
22200;"Íbúðareign";90;54.3
20987;"Íbúðareign";180;54.8
12400;"Íbúðareign";70;29.9
46459;"Íbúðareign";150;124.2
79307;"Einbýlishús";100;269.4
30800;"Íbúðareign";180;112.6
34690;"Íbúðareign";283;105.6
27447;"Íbúðareign";91;104.6
23800;"Íbúðareign";150;82
20897;"Íbúðareign";130;60.1
26295;"Íbúðareign";20;58
36400;"Íbúðareign";90;71.9
52959;"Íbúðareign";11;144.5
32427;"Íbúðareign";210;115.1
52712;"Íbúðareign";72;152.6
30437;"Íbúðareign";180;105.8
44732;"Íbúðareign";150;124.2
28250;"Íbúðareign";100;81.7
41687;"Íbúðareign";283;157.4
27167;"Íbúðareign";284;75.8
54079;"Einbýlishús";140;118.1
25763;"Íbúðareign";91;82.6
21493;"Íbúðareign";120;70.2
68150;"Einbýlishús";140;181.7
35945;"Íbúðareign";91;116.6
25888;"Íbúðareign";110;79.5
30656;"Íbúðareign";90;106.9
28156;"Íbúðareign";180;93.2
40230;"Íbúðareign";130;119.5
31700;"Íbúðareign";160;118.5
85344;"Íbúðareign";20;155.7
25650;"Íbúðareign";130;83.2
30426;"Íbúðareign";130;92.3
30419;"Íbúðareign";90;50.4
16865;"Íbúðareign";72;52.9
20303;"Íbúðareign";20;46
30374;"Íbúðareign";220;108.8
22427;"Íbúðareign";180;65.3
25389;"Íbúðareign";200;108.1
17003;"Íbúðareign";161;50.7
22000;"Íbúðareign";20;55.4
33481;"Íbúðareign";20;84.5
28500;"Íbúðareign";90;72.1
32310;"Íbúðareign";11;96.5
20740;"Íbúðareign";280;53
37299;"Íbúðareign";11;159.1
53914;"Einbýlishús";150;246.8
22946;"Íbúðareign";20;63.3
44496;"Íbúðareign";100;139.8
46128;"Íbúðareign";100;135.2
26128;"Íbúðareign";150;98.8
22271;"Íbúðareign";80;41.3
48668;"Einbýlishús";281;136.5
23904;"Íbúðareign";91;63.5
24485;"Íbúðareign";90;53.6
30267;"Íbúðareign";200;84.8
25469;"Íbúðareign";120;97.4
27659;"Íbúðareign";90;72.9
28938;"Íbúðareign";90;69.6
28600;"Íbúðareign";100;85.6
32950;"Íbúðareign";72;89.8
24467;"Íbúðareign";130;76.6
41000;"Einbýlishús";100;140.4
32411;"Íbúðareign";80;110.7
36200;"Íbúðareign";90;89.4
117496;"Íbúðareign";20;165
40859;"Íbúðareign";161;164.9
32958;"Íbúðareign";85;87.7
19661;"Íbúðareign";130;62.3
23344;"Íbúðareign";91;69.5
53466;"Íbúðareign";85;144.8
23300;"Íbúðareign";25;44.5
23739;"Íbúðareign";160;89.8
35096;"Íbúðareign";20;83.6
64189;"Einbýlishús";220;246.7
29479;"Íbúðareign";20;57.1
18700;"Íbúðareign";80;65.4
20353;"Íbúðareign";100;56.8
43307;"Íbúðareign";100;101.7
18761;"Íbúðareign";80;54.5
48314;"Íbúðareign";70;120
26264;"Íbúðareign";100;69.7
33460;"Íbúðareign";180;124.1
44365;"Íbúðareign";72;131.5
29273;"Íbúðareign";130;98.8
24350;"Íbúðareign";100;64.5
22930;"Íbúðareign";85;54
32757;"Íbúðareign";90;90.3
44500;"Íbúðareign";181;118.5
19659;"Íbúðareign";100;55
30447;"Íbúðareign";91;102.5
22690;"Íbúðareign";130;72.2
30891;"Íbúðareign";100;95.8
48661;"Einbýlishús";130;150
27163;"Íbúðareign";90;85.4
18071;"Íbúðareign";220;52.7
25900;"Íbúðareign";200;91
27960;"Íbúðareign";20;91
55349;"Einbýlishús";220;171.2
17975;"Íbúðareign";200;57
27694;"Íbúðareign";20;51.5
41802;"Íbúðareign";72;106.4
34810;"Íbúðareign";72;93.9
29141;"Íbúðareign";100;75.6
32390;"Íbúðareign";130;112
24900;"Íbúðareign";20;47.9
27444;"Íbúðareign";80;75.2
25959;"Íbúðareign";91;104.4
39900;"Íbúðareign";80;109.5
27390;"Íbúðareign";160;121.4
29753;"Íbúðareign";100;96.8
26490;"Íbúðareign";90;73.1
19442;"Íbúðareign";161;73.3
78814;"Íbúðareign";100;176.1
50850;"Íbúðareign";100;127.6
33469;"Íbúðareign";281;85.3
24730;"Íbúðareign";220;74.3
18659;"Íbúðareign";280;38.7
53539;"Einbýlishús";160;281.2
26964;"Íbúðareign";280;62.7
28369;"Íbúðareign";90;76.8
19894;"Íbúðareign";160;59.2
18540;"Íbúðareign";281;32.1
25689;"Íbúðareign";11;79.2
27412;"Íbúðareign";20;50.7
25096;"Íbúðareign";100;57.5
25202;"Íbúðareign";100;75.5
19979;"Íbúðareign";220;53.6
34943;"Íbúðareign";100;122.8
25039;"Íbúðareign";90;39.2
29886;"Íbúðareign";120;90.3
44495;"Íbúðareign";270;127.5
26558;"Íbúðareign";80;82
21993;"Íbúðareign";100;59.3
37520;"Íbúðareign";110;106.5
40404;"Íbúðareign";100;108
20599;"Íbúðareign";75;65.8
37917;"Íbúðareign";20;68
22666;"Íbúðareign";150;112.1
18924;"Íbúðareign";160;55.2
23779;"Íbúðareign";20;53.2
51054;"Einbýlishús";130;150
33922;"Íbúðareign";72;81.4
22747;"Íbúðareign";90;62.1
27945;"Íbúðareign";11;60
27325;"Einbýlishús";290;181.7
20979;"Íbúðareign";170;64.1
43886;"Einbýlishús";160;142.3
37740;"Íbúðareign";20;85.9
29269;"Íbúðareign";180;101.3
26945;"Íbúðareign";80;72
23587;"Íbúðareign";283;59.5
36051;"Íbúðareign";80;108.2
46398;"Íbúðareign";70;122.4
43925;"Íbúðareign";90;148.6
23725;"Íbúðareign";220;82.7
23972;"Íbúðareign";100;62.3
38195;"Íbúðareign";100;118.1
20224;"Íbúðareign";90;45.6
16972;"Íbúðareign";70;44.8
39163;"Íbúðareign";281;132.5
22831;"Íbúðareign";11;51.2
17886;"Íbúðareign";200;41.4
38791;"Íbúðareign";70;91.2
54959;"Einbýlishús";150;168.6
25979;"Íbúðareign";70;50.8
17867;"Íbúðareign";100;47
24282;"Íbúðareign";200;111.1
31386;"Íbúðareign";91;99.5
34310;"Íbúðareign";130;107
36073;"Íbúðareign";270;115
23975;"Íbúðareign";80;64.9
18179;"Íbúðareign";90;44.3
55241;"Íbúðareign";100;190.5
19479;"Íbúðareign";90;50
25963;"Íbúðareign";130;75.6
26486;"Íbúðareign";170;98
47359;"Íbúðareign";25;104.4
33931;"Íbúðareign";270;118.5
35500;"Íbúðareign";80;115.6
21175;"Íbúðareign";170;79.3
20290;"Íbúðareign";100;63.8
28794;"Íbúðareign";20;74.6
43966;"Einbýlishús";75;90.3
36282;"Íbúðareign";130;110.2
36185;"Íbúðareign";11;101.8
21791;"Íbúðareign";90;56.3
29900;"Íbúðareign";90;65
31868;"Íbúðareign";70;70.9
20860;"Íbúðareign";281;45
33900;"Íbúðareign";90;63.9
26498;"Íbúðareign";72;73.9
25987;"Íbúðareign";20;72.7
55759;"Íbúðareign";20;112.1
54642;"Íbúðareign";20;121.9
20962;"Íbúðareign";100;64.1
53412;"Íbúðareign";20;121.9
33448;"Íbúðareign";120;113
23450;"Íbúðareign";20;52
29880;"Íbúðareign";220;95.6
17994;"Íbúðareign";100;47
28496;"Íbúðareign";280;79.5
62111;"Íbúðareign";20;121.5
21965;"Íbúðareign";130;54.2
54896;"Íbúðareign";31;117.5
24000;"Íbúðareign";75;62.2
47349;"Íbúðareign";90;152.5
44891;"Einbýlishús";281;156.9
38721;"Íbúðareign";90;101.1
22986;"Íbúðareign";161;86.4
31447;"Íbúðareign";20;88.1
32989;"Íbúðareign";220;101.7
35038;"Íbúðareign";80;103
21473;"Íbúðareign";120;56
18493;"Íbúðareign";170;67.8
26103;"Íbúðareign";100;81.5
23966;"Íbúðareign";160;102.5
22958;"Íbúðareign";100;67.4
43986;"Íbúðareign";85;105.1
22338;"Íbúðareign";200;68.9
54498;"Íbúðareign";72;132.4
33885;"Íbúðareign";283;93.4
23823;"Íbúðareign";72;53
26242;"Íbúðareign";72;69
23893;"Íbúðareign";170;98.2
17108;"Íbúðareign";80;58.9
29914;"Íbúðareign";20;89
16496;"Íbúðareign";90;46.6
24137;"Íbúðareign";120;76.9
40592;"Íbúðareign";80;120.7
20020;"Íbúðareign";100;50.7
22665;"Íbúðareign";200;70.5
63867;"Einbýlishús";270;217.9
24057;"Íbúðareign";200;106.7
26541;"Íbúðareign";160;119
20493;"Íbúðareign";161;77.6
162541;"Einbýlishús";31;179.3
33000;"Íbúðareign";281;77.5
32956;"Íbúðareign";80;108
34062;"Íbúðareign";90;70.7
20695;"Íbúðareign";130;62.3
32974;"Íbúðareign";90;70.7
35887;"Íbúðareign";90;63.7
20983;"Íbúðareign";72;51.9
20800;"Íbúðareign";120;62.8
21478;"Íbúðareign";80;61.4
52779;"Einbýlishús";120;170
26218;"Íbúðareign";130;101.5
40688;"Íbúðareign";90;113.7
52064;"Einbýlishús";220;196.6
23473;"Íbúðareign";20;50.1
33730;"Íbúðareign";90;58
33837;"Íbúðareign";90;58
33005;"Íbúðareign";25;87.5
19943;"Íbúðareign";161;73.3
24769;"Íbúðareign";100;83.7
26222;"Íbúðareign";80;75.2
28286;"Íbúðareign";90;68.6
30000;"Íbúðareign";72;81.9
27000;"Íbúðareign";120;98.8
21747;"Íbúðareign";90;46.2
23188;"Íbúðareign";90;62.1
18471;"Íbúðareign";100;53.1
24891;"Íbúðareign";100;59.4
31972;"Íbúðareign";90;61.8
38476;"Íbúðareign";20;97.2
61510;"Einbýlishús";120;197.1
30710;"Íbúðareign";130;100
53061;"Íbúðareign";20;91.1
59367;"Einbýlishús";180;193.4
26924;"Íbúðareign";120;86.9
34978;"Íbúðareign";25;92.5
32069;"Íbúðareign";70;77.3
51958;"Einbýlishús";200;136
27323;"Íbúðareign";270;72.1
27959;"Íbúðareign";90;60.7
32900;"Íbúðareign";90;71.9
23493;"Íbúðareign";180;62.9
23356;"Íbúðareign";130;69.1
39863;"Íbúðareign";281;129.9
78742;"Einbýlishús";31;264.8
53400;"Íbúðareign";90;105.1
72504;"Einbýlishús";120;198.3
37487;"Einbýlishús";100;131.2
23873;"Íbúðareign";72;58.6
18979;"Íbúðareign";200;55.3
18255;"Íbúðareign";161;50.7
45586;"Íbúðareign";70;109.8
26691;"Íbúðareign";100;93.8
19029;"Íbúðareign";20;40.7
26313;"Íbúðareign";90;73.5
17856;"Íbúðareign";160;74.6
19841;"Íbúðareign";160;53.2
44459;"Einbýlishús";220;110
30003;"Íbúðareign";180;113.8
29398;"Íbúðareign";270;83.2
26365;"Íbúðareign";100;93.1
71920;"Íbúðareign";75;206.4
59036;"Einbýlishús";120;249.8
25669;"Íbúðareign";100;70.7
30830;"Íbúðareign";72;66.8
40032;"Íbúðareign";80;128.4
27681;"Íbúðareign";72;55.7
48192;"Einbýlishús";20;133.2
56836;"Íbúðareign";280;185.7
29925;"Íbúðareign";100;108
22796;"Íbúðareign";72;64.7
58729;"Íbúðareign";25;173
106760;"Einbýlishús";25;268.4
23571;"Íbúðareign";90;69.3
23782;"Íbúðareign";90;54.6
32386;"Íbúðareign";72;85.4
62448;"Íbúðareign";20;121.9
52762;"Íbúðareign";20;121.8
32188;"Íbúðareign";180;92.5
23395;"Íbúðareign";170;91.1
24436;"Íbúðareign";120;75.4
33483;"Íbúðareign";70;81.4
28411;"Íbúðareign";180;95.3
35479;"Íbúðareign";11;83.9
24890;"Íbúðareign";100;78.1
28000;"Íbúðareign";180;91.5
57585;"Íbúðareign";150;229.1
19286;"Íbúðareign";20;37.8
6942;"Íbúðareign";200;17.7
25621;"Íbúðareign";150;96.8
22290;"Íbúðareign";90;50
18972;"Íbúðareign";100;50.1
28688;"Íbúðareign";130;95.7
20427;"Íbúðareign";25;50
23162;"Íbúðareign";72;68.2
18000;"Íbúðareign";91;57.8
35153;"Íbúðareign";100;122.4
34200;"Íbúðareign";90;58
30493;"Íbúðareign";130;117.1
35958;"Íbúðareign";220;132.2
47855;"Einbýlishús";72;110.6
29043;"Íbúðareign";130;92.9
35178;"Íbúðareign";270;104.2
24831;"Íbúðareign";280;60.8
86704;"Einbýlishús";20;183.6
26690;"Íbúðareign";220;64.9
33767;"Íbúðareign";20;68.5
32465;"Íbúðareign";90;89.3
30017;"Íbúðareign";283;95.3
55593;"Einbýlishús";140;183.5
25230;"Íbúðareign";100;71.5
19347;"Íbúðareign";170;60.2
29807;"Íbúðareign";90;65
20742;"Íbúðareign";220;63.8
14793;"Íbúðareign";20;37.6
26946;"Íbúðareign";100;82.6
36055;"Íbúðareign";181;105.7
51873;"Íbúðareign";90;115
27491;"Íbúðareign";20;72.3
27761;"Íbúðareign";91;69.3
27787;"Íbúðareign";130;96.5
20972;"Íbúðareign";161;89.1
24738;"Íbúðareign";72;57.6
31900;"Íbúðareign";90;58
22993;"Íbúðareign";90;53.8
33879;"Íbúðareign";91;104.7
157200;"Íbúðareign";281;481.6
54024;"Íbúðareign";90;108.9
33149;"Íbúðareign";283;93.7
33186;"Íbúðareign";20;90.3
29480;"Íbúðareign";91;90.8
35700;"Íbúðareign";20;77.7
48737;"Einbýlishús";170;164.3
26000;"Íbúðareign";181;70.2
31880;"Íbúðareign";72;82.6
27815;"Íbúðareign";20;51.5
20273;"Íbúðareign";220;54.8
16279;"Íbúðareign";170;39
22854;"Íbúðareign";284;62.4
66241;"Einbýlishús";100;166.7
33467;"Íbúðareign";90;58.1
39995;"Íbúðareign";80;114.3
50493;"Íbúðareign";90;98.8
20984;"Íbúðareign";220;65.8
29886;"Íbúðareign";283;98.7
18957;"Íbúðareign";161;72.2
34131;"Íbúðareign";180;112.4
29857;"Íbúðareign";80;79.1
27100;"Íbúðareign";170;78.3
34409;"Íbúðareign";90;70.2
34897;"Íbúðareign";20;82.1
55500;"Íbúðareign";70;100.5
46210;"Íbúðareign";20;118.1
32998;"Íbúðareign";281;77.5
20406;"Íbúðareign";160;96.9
39415;"Íbúðareign";281;108.8
22486;"Íbúðareign";200;85.5
108207;"Einbýlishús";11;205.4
29624;"Íbúðareign";85;66
17680;"Íbúðareign";20;38
35638;"Íbúðareign";280;91.6
23195;"Íbúðareign";160;72
27545;"Íbúðareign";11;55
27146;"Íbúðareign";130;86.7
34500;"Íbúðareign";90;58
