"nuvirdi";"teg_eign";"matssvaedi";"ibm2"
24851;"Íbúðareign";25;56.4
39893;"Íbúðareign";280;95.6
47197;"Íbúðareign";80;122.4
33479;"Einbýlishús";290;152.3
25373;"Íbúðareign";80;73.5
35834;"Íbúðareign";90;103.8
30259;"Íbúðareign";210;103.4
26000;"Íbúðareign";170;106.2
25986;"Íbúðareign";20;79.8
28175;"Íbúðareign";100;74.5
23200;"Íbúðareign";90;43.9
27648;"Íbúðareign";100;98.8
20846;"Íbúðareign";130;79.9
40137;"Íbúðareign";80;111.9
24398;"Íbúðareign";90;75
36700;"Íbúðareign";100;123.9
27979;"Íbúðareign";180;76
59158;"Íbúðareign";20;121.9
54275;"Einbýlishús";90;159.2
24263;"Íbúðareign";170;91.1
28046;"Íbúðareign";130;94.2
18000;"Íbúðareign";11;90
22245;"Íbúðareign";11;50.5
30465;"Íbúðareign";20;89.5
31475;"Íbúðareign";20;88.3
29694;"Íbúðareign";91;79.6
23400;"Íbúðareign";180;76.9
33931;"Íbúðareign";91;99.5
24880;"Íbúðareign";85;96.3
20563;"Íbúðareign";170;89.4
76942;"Einbýlishús";75;150.1
18455;"Íbúðareign";150;58.8
24190;"Íbúðareign";90;50.6
25084;"Íbúðareign";130;83.2
34219;"Íbúðareign";72;101.5
16197;"Íbúðareign";170;58.1
27272;"Íbúðareign";200;102.2
26910;"Íbúðareign";90;82.5
17976;"Íbúðareign";90;50.4
19812;"Íbúðareign";170;91.1
29500;"Íbúðareign";130;93.4
48500;"Einbýlishús";130;133.3
27473;"Íbúðareign";100;86.8
21800;"Íbúðareign";90;82.2
23989;"Íbúðareign";90;61.5
26720;"Íbúðareign";180;76
25524;"Íbúðareign";20;65.2
21264;"Íbúðareign";200;56.4
28993;"Íbúðareign";270;89.2
18577;"Íbúðareign";120;64.1
28400;"Íbúðareign";90;73.5
34887;"Íbúðareign";180;119.1
17994;"Íbúðareign";220;54
28277;"Íbúðareign";91;89.6
24994;"Íbúðareign";100;82.4
25879;"Íbúðareign";130;75.9
31866;"Íbúðareign";140;107
27389;"Íbúðareign";90;90.9
22325;"Íbúðareign";170;80.4
24122;"Íbúðareign";72;69.8
33195;"Íbúðareign";180;127.5
38453;"Íbúðareign";220;165.3
22470;"Íbúðareign";100;92.9
25483;"Íbúðareign";25;74.7
36421;"Íbúðareign";270;109.5
24474;"Íbúðareign";80;77.4
34200;"Íbúðareign";85;99
25114;"Íbúðareign";150;96.8
21893;"Íbúðareign";160;88.5
58396;"Einbýlishús";91;176
31338;"Íbúðareign";181;88.1
22668;"Íbúðareign";170;86.4
16446;"Íbúðareign";160;56.7
25478;"Íbúðareign";80;56.8
21786;"Íbúðareign";90;53.5
32751;"Íbúðareign";270;104.1
29135;"Íbúðareign";270;98.9
18867;"Íbúðareign";130;55.3
25992;"Íbúðareign";80;59.3
26700;"Íbúðareign";160;102.9
23674;"Íbúðareign";170;80.4
25205;"Íbúðareign";20;77.9
36833;"Íbúðareign";20;122
20930;"Íbúðareign";160;93.5
44402;"Íbúðareign";20;116.9
32400;"Íbúðareign";220;123.6
17897;"Íbúðareign";160;57.5
87366;"Einbýlishús";90;247.5
27953;"Íbúðareign";90;90.5
28954;"Íbúðareign";130;112
34500;"Íbúðareign";20;101.4
29480;"Íbúðareign";180;94.1
31308;"Íbúðareign";150;89.4
48617;"Einbýlishús";100;154.4
45295;"Íbúðareign";181;172.6
27592;"Íbúðareign";20;67.8
24890;"Íbúðareign";90;86.6
19741;"Íbúðareign";20;46.1
27726;"Íbúðareign";90;63.6
21302;"Íbúðareign";120;67
67195;"Íbúðareign";20;129.6
24166;"Íbúðareign";200;101
25756;"Íbúðareign";20;64
24196;"Íbúðareign";200;87.2
19500;"Íbúðareign";150;70.6
58500;"Íbúðareign";70;173.7
24286;"Íbúðareign";100;75.2
21146;"Íbúðareign";90;56.1
39479;"Íbúðareign";90;116.7
16982;"Íbúðareign";200;55.7
19371;"Íbúðareign";290;90.4
28479;"Íbúðareign";130;82.1
17690;"Íbúðareign";90;51
11428;"Íbúðareign";20;22.6
31402;"Íbúðareign";100;76.6
23476;"Íbúðareign";11;55.6
53424;"Einbýlishús";130;145.4
47324;"Íbúðareign";90;105.9
25081;"Íbúðareign";130;74.2
21075;"Íbúðareign";161;86.9
44220;"Íbúðareign";70;110.2
39883;"Íbúðareign";25;85.3
30600;"Íbúðareign";11;82.9
25474;"Íbúðareign";150;101.1
44387;"Einbýlishús";281;120.1
29183;"Íbúðareign";100;96.1
21158;"Íbúðareign";100;65.8
69268;"Einbýlishús";11;140.2
18955;"Íbúðareign";160;58.6
24694;"Íbúðareign";130;79.6
23380;"Íbúðareign";170;77.2
12796;"Íbúðareign";72;28.4
38473;"Íbúðareign";100;117.5
24223;"Íbúðareign";20;54
38707;"Íbúðareign";80;102.2
26571;"Íbúðareign";120;88.4
18607;"Íbúðareign";161;72.2
24464;"Íbúðareign";90;53.9
53634;"Einbýlishús";130;147.9
37779;"Íbúðareign";130;116
65429;"Íbúðareign";20;156.4
29558;"Íbúðareign";130;102.7
28991;"Íbúðareign";90;86.9
26880;"Íbúðareign";130;86.1
25379;"Íbúðareign";20;60.5
25275;"Íbúðareign";120;92.4
28066;"Íbúðareign";100;83
19667;"Íbúðareign";20;45.3
83731;"Einbýlishús";100;290.3
21175;"Íbúðareign";80;57
108757;"Íbúðareign";20;157.7
31159;"Íbúðareign";20;90.2
27242;"Íbúðareign";100;94.1
34410;"Íbúðareign";80;80.3
24986;"Íbúðareign";180;83.8
48426;"Einbýlishús";120;151.6
35775;"Íbúðareign";70;91.4
52561;"Einbýlishús";220;196.9
27689;"Íbúðareign";120;92.2
46885;"Einbýlishús";120;150.9
29497;"Íbúðareign";20;65.2
25457;"Íbúðareign";220;83
20535;"Íbúðareign";200;88.4
24981;"Íbúðareign";20;71.7
27764;"Íbúðareign";130;107.1
23649;"Íbúðareign";25;43.3
27431;"Íbúðareign";130;83.3
20870;"Íbúðareign";160;88.8
23891;"Íbúðareign";100;64.2
29179;"Íbúðareign";70;66.8
45179;"Íbúðareign";70;93.6
19730;"Íbúðareign";200;63.2
22991;"Íbúðareign";160;84.7
20496;"Íbúðareign";100;71
25763;"Íbúðareign";100;59.4
24479;"Íbúðareign";72;64.8
30954;"Íbúðareign";120;102.6
6885;"Íbúðareign";100;33
8156;"Íbúðareign";200;38.6
53084;"Einbýlishús";140;136
39401;"Íbúðareign";270;116.9
42972;"Íbúðareign";100;159.6
18075;"Íbúðareign";170;56.1
25994;"Íbúðareign";180;76.5
28944;"Íbúðareign";130;77
25886;"Íbúðareign";70;64.3
24300;"Íbúðareign";270;79.5
55421;"Íbúðareign";80;177.3
32150;"Íbúðareign";20;78.7
39836;"Íbúðareign";20;95.8
35144;"Íbúðareign";20;82.8
24430;"Íbúðareign";20;64.2
20380;"Íbúðareign";130;64.6
24000;"Íbúðareign";170;87.5
19254;"Íbúðareign";180;45.8
19000;"Íbúðareign";90;55.8
19000;"Íbúðareign";170;68.8
22167;"Íbúðareign";130;76.8
24027;"Íbúðareign";281;86.9
21845;"Íbúðareign";130;64.2
17874;"Íbúðareign";220;54.8
33467;"Íbúðareign";150;89.4
31059;"Íbúðareign";281;73.1
18072;"Íbúðareign";130;54.2
38986;"Íbúðareign";70;94.7
17200;"Íbúðareign";100;47.7
19489;"Íbúðareign";150;85.7
27286;"Íbúðareign";170;90.4
19494;"Íbúðareign";161;72.8
24187;"Íbúðareign";100;82.4
24868;"Íbúðareign";120;101.2
37797;"Íbúðareign";100;103.2
34451;"Íbúðareign";130;100
78789;"Einbýlishús";280;226.1
21836;"Íbúðareign";120;67
41220;"Íbúðareign";120;148.9
80062;"Íbúðareign";70;176.8
20324;"Íbúðareign";100;52
32900;"Íbúðareign";85;87.6
52887;"Einbýlishús";130;181.4
18654;"Íbúðareign";11;43.6
23317;"Íbúðareign";100;71.5
26421;"Íbúðareign";280;79.4
45815;"Íbúðareign";70;101.2
54000;"Íbúðareign";25;189.2
16500;"Íbúðareign";130;48
81283;"Einbýlishús";80;257
21993;"Íbúðareign";160;100
19124;"Íbúðareign";170;68.1
38444;"Einbýlishús";160;125.5
18450;"Íbúðareign";100;47.6
51391;"Einbýlishús";160;213.3
23632;"Íbúðareign";100;76.8
20500;"Íbúðareign";90;62.1
28468;"Íbúðareign";91;104.7
18180;"Íbúðareign";100;50.1
36834;"Íbúðareign";180;132.8
42012;"Íbúðareign";20;91.6
26720;"Íbúðareign";160;118.6
28385;"Íbúðareign";280;81.2
14993;"Íbúðareign";150;35.5
20924;"Íbúðareign";270;59.7
21161;"Íbúðareign";200;56.4
26295;"Íbúðareign";70;88
45679;"Íbúðareign";70;125.7
31996;"Íbúðareign";130;97.4
19852;"Íbúðareign";100;52
16688;"Íbúðareign";100;48.5
19500;"Íbúðareign";20;46.7
22973;"Íbúðareign";90;60.3
22959;"Íbúðareign";170;85.5
24071;"Íbúðareign";283;58.2
34834;"Íbúðareign";20;77.7
16645;"Íbúðareign";160;58.5
34445;"Íbúðareign";91;99.7
22890;"Íbúðareign";72;63.8
37451;"Íbúðareign";90;103.7
11896;"Íbúðareign";90;27.5
20986;"Íbúðareign";161;72.2
34948;"Íbúðareign";20;119.2
31842;"Íbúðareign";280;85.4
21000;"Íbúðareign";200;56.4
20996;"Íbúðareign";72;46.8
19918;"Íbúðareign";100;59.2
30849;"Íbúðareign";20;74.3
36228;"Íbúðareign";100;100.3
23891;"Íbúðareign";20;72
18009;"Íbúðareign";90;44.9
26925;"Íbúðareign";91;100.4
25425;"Íbúðareign";72;63
26465;"Íbúðareign";130;85.2
24000;"Íbúðareign";130;81.7
24500;"Íbúðareign";20;59.9
44958;"Íbúðareign";100;120.8
19497;"Íbúðareign";100;47.2
24399;"Íbúðareign";200;96.7
24104;"Íbúðareign";130;69
26878;"Íbúðareign";72;75
28407;"Íbúðareign";90;86.5
14647;"Íbúðareign";170;84.4
36000;"Íbúðareign";284;120.6
24627;"Íbúðareign";281;51.2
24277;"Íbúðareign";130;69.5
24495;"Íbúðareign";150;81.9
26305;"Íbúðareign";180;74
47472;"Íbúðareign";31;105.7
14486;"Íbúðareign";72;36.8
23895;"Íbúðareign";120;82.2
29793;"Íbúðareign";20;56.8
30000;"Íbúðareign";120;114.7
23567;"Íbúðareign";100;68.1
28200;"Íbúðareign";72;79.7
19886;"Íbúðareign";150;103.1
22986;"Íbúðareign";130;86.7
21093;"Íbúðareign";200;76.9
73000;"Einbýlishús";150;226.6
26393;"Íbúðareign";200;133.6
22958;"Íbúðareign";160;100.3
28286;"Íbúðareign";270;79
26969;"Íbúðareign";270;73.7
33537;"Íbúðareign";281;114.9
35186;"Íbúðareign";270;106.9
19886;"Íbúðareign";120;56
44741;"Íbúðareign";20;91.1
62845;"Einbýlishús";70;211.9
27731;"Íbúðareign";80;86.5
29389;"Íbúðareign";20;63.2
27931;"Íbúðareign";72;85.4
17474;"Íbúðareign";200;56.2
22688;"Íbúðareign";91;73.5
28386;"Íbúðareign";281;88
26195;"Íbúðareign";100;84.4
55313;"Íbúðareign";20;107.6
26497;"Íbúðareign";91;77.3
28231;"Íbúðareign";100;72.2
39902;"Einbýlishús";150;148.4
17996;"Íbúðareign";161;73.3
30919;"Íbúðareign";180;108.4
23654;"Íbúðareign";180;68.9
32957;"Íbúðareign";25;143.2
32117;"Íbúðareign";100;107.3
46214;"Íbúðareign";91;130.3
34886;"Íbúðareign";270;104.5
18775;"Íbúðareign";160;84.4
22351;"Íbúðareign";170;91.1
25995;"Íbúðareign";80;63.5
48830;"Einbýlishús";120;140.4
24665;"Íbúðareign";72;55.1
40249;"Íbúðareign";100;103.5
26805;"Íbúðareign";80;70.6
20749;"Íbúðareign";161;92.2
22482;"Íbúðareign";85;72.7
26122;"Íbúðareign";150;100.2
27083;"Íbúðareign";283;95.4
34744;"Íbúðareign";90;97.5
27567;"Íbúðareign";160;142.4
31151;"Íbúðareign";110;77.1
23876;"Íbúðareign";91;64.5
31460;"Íbúðareign";90;74.6
21233;"Íbúðareign";150;91.6
22573;"Íbúðareign";150;68.4
36272;"Íbúðareign";80;111.2
34469;"Íbúðareign";110;127.1
18924;"Íbúðareign";280;50.3
50499;"Einbýlishús";150;240.9
37858;"Íbúðareign";284;128.6
24879;"Íbúðareign";72;56.3
25513;"Íbúðareign";72;65.1
29848;"Íbúðareign";130;90.7
28879;"Íbúðareign";270;79
27986;"Íbúðareign";200;133.3
22600;"Íbúðareign";161;92.2
18998;"Íbúðareign";90;44.8
31859;"Íbúðareign";90;93.3
22997;"Íbúðareign";200;92.1
20654;"Íbúðareign";170;76.9
49864;"Einbýlishús";281;142.7
38252;"Íbúðareign";80;111.1
39360;"Íbúðareign";100;82.5
24476;"Íbúðareign";150;96.4
20771;"Íbúðareign";130;69
18459;"Íbúðareign";20;38
32861;"Íbúðareign";130;114.8
24786;"Íbúðareign";130;88.5
87347;"Einbýlishús";11;191.4
39317;"Íbúðareign";284;128.6
20896;"Íbúðareign";290;90.8
22493;"Íbúðareign";91;59
27263;"Íbúðareign";91;96.3
53463;"Íbúðareign";72;137.3
26992;"Íbúðareign";180;76.2
38486;"Íbúðareign";280;102.9
21492;"Íbúðareign";130;74.4
42670;"Íbúðareign";90;102.9
41972;"Einbýlishús";130;156.4
19677;"Íbúðareign";20;42.1
27800;"Íbúðareign";280;90.6
27333;"Íbúðareign";100;82.8
54474;"Einbýlishús";120;233.1
15460;"Íbúðareign";170;67.2
34986;"Íbúðareign";90;111.6
29872;"Íbúðareign";100;103.5
84821;"Einbýlishús";11;205.4
40900;"Íbúðareign";80;118.5
23985;"Íbúðareign";20;55.1
23989;"Íbúðareign";150;90.1
22816;"Íbúðareign";11;52
32500;"Einbýlishús";100;71.9
56000;"Íbúðareign";25;115.7
19631;"Íbúðareign";100;41.5
30600;"Íbúðareign";270;103.5
64850;"Einbýlishús";120;176.9
47700;"Íbúðareign";100;147.8
24068;"Íbúðareign";150;96.8
31610;"Íbúðareign";270;108.2
54876;"Einbýlishús";100;255.7
23493;"Íbúðareign";11;58.7
23919;"Íbúðareign";20;70.9
23352;"Íbúðareign";72;53.8
21383;"Íbúðareign";90;54.2
34565;"Íbúðareign";180;119.1
19000;"Íbúðareign";161;73.3
18600;"Íbúðareign";161;72.2
25163;"Íbúðareign";100;69.8
24193;"Íbúðareign";72;67.8
23761;"Íbúðareign";20;47.7
31000;"Íbúðareign";20;120
22593;"Íbúðareign";284;62.4
23922;"Íbúðareign";25;53.3
35876;"Íbúðareign";20;74
18576;"Íbúðareign";160;76.1
36964;"Íbúðareign";20;93.7
104907;"Einbýlishús";20;289.1
42986;"Íbúðareign";85;127.5
20321;"Íbúðareign";100;83.7
55986;"Íbúðareign";20;162.8
41469;"Einbýlishús";283;119.6
35979;"Íbúðareign";270;109.5
64896;"Einbýlishús";100;246.2
25972;"Íbúðareign";130;80.3
24000;"Íbúðareign";130;71.9
26586;"Íbúðareign";283;79.7
26437;"Íbúðareign";80;78
85000;"Einbýlishús";31;264.8
23779;"Íbúðareign";80;59
20000;"Íbúðareign";90;87.1
31879;"Íbúðareign";90;61.9
31151;"Íbúðareign";90;61.8
26850;"Íbúðareign";150;103.8
37579;"Íbúðareign";100;120.5
28496;"Íbúðareign";90;61.9
26316;"Íbúðareign";90;58
33948;"Íbúðareign";90;63.7
39607;"Íbúðareign";90;86.3
35775;"Íbúðareign";90;70.5
39641;"Íbúðareign";90;70.5
36884;"Íbúðareign";90;76.2
25879;"Íbúðareign";283;61.6
22666;"Íbúðareign";11;48.2
37839;"Íbúðareign";20;90.8
30486;"Íbúðareign";100;100.5
34722;"Íbúðareign";72;89.8
30759;"Íbúðareign";20;69.3
40267;"Íbúðareign";280;122.7
24500;"Íbúðareign";170;89.8
21958;"Íbúðareign";160;99.5
49941;"Íbúðareign";90;97.2
27486;"Íbúðareign";270;73.7
46993;"Íbúðareign";70;177.8
20982;"Íbúðareign";160;67.5
51045;"Íbúðareign";100;136.1
49856;"Íbúðareign";90;118.8
28518;"Íbúðareign";90;61.8
29898;"Íbúðareign";90;61.9
29401;"Íbúðareign";90;61.9
34848;"Íbúðareign";281;85.3
23841;"Íbúðareign";90;66.7
28041;"Íbúðareign";90;58.1
35521;"Íbúðareign";90;75.4
42633;"Íbúðareign";90;76.2
27748;"Íbúðareign";90;58
28104;"Íbúðareign";90;58.1
29567;"Íbúðareign";90;61.9
39930;"Íbúðareign";283;146.9
37762;"Íbúðareign";280;119.2
22993;"Íbúðareign";20;62
29992;"Íbúðareign";130;112
20932;"Íbúðareign";130;63
16657;"Íbúðareign";150;66.4
17486;"Íbúðareign";150;58.8
27635;"Íbúðareign";20;80.9
17098;"Íbúðareign";150;62.7
18127;"Íbúðareign";150;62.7
17098;"Íbúðareign";150;66.4
15383;"Íbúðareign";150;47.5
17098;"Íbúðareign";150;61.9
22242;"Íbúðareign";150;94
17098;"Íbúðareign";150;62.4
15971;"Íbúðareign";150;50
19800;"Íbúðareign";100;74.2
19496;"Íbúðareign";170;76.9
57450;"Einbýlishús";270;217.9
20876;"Íbúðareign";130;61.2
16783;"Íbúðareign";170;58.3
22260;"Íbúðareign";180;62.9
22979;"Íbúðareign";20;40.2
25000;"Íbúðareign";200;99.2
32176;"Íbúðareign";120;113
20197;"Íbúðareign";90;51.8
42382;"Íbúðareign";90;96.6
37495;"Íbúðareign";90;86.3
19799;"Íbúðareign";161;73.3
35937;"Íbúðareign";100;109.5
24486;"Íbúðareign";11;64.4
31000;"Íbúðareign";85;66
19786;"Íbúðareign";70;48.4
14000;"Íbúðareign";161;50.7
38324;"Íbúðareign";85;133.3
22876;"Íbúðareign";160;87
37569;"Íbúðareign";180;120.9
22173;"Íbúðareign";160;79.1
25389;"Íbúðareign";85;57.5
26426;"Íbúðareign";100;99.7
42702;"Einbýlishús";150;150.3
26500;"Íbúðareign";100;82.8
47770;"Íbúðareign";90;97.2
35972;"Íbúðareign";25;102.2
24981;"Íbúðareign";150;101.1
23600;"Íbúðareign";72;51.8
32425;"Íbúðareign";85;126.3
37355;"Íbúðareign";90;116.9
26109;"Íbúðareign";90;52.4
22681;"Íbúðareign";160;80.4
27191;"Íbúðareign";80;77
18720;"Íbúðareign";72;61.6
16493;"Íbúðareign";100;47.9
45005;"Einbýlishús";120;128
14596;"Íbúðareign";20;31.7
24406;"Íbúðareign";72;68.4
32656;"Íbúðareign";90;63.9
29423;"Íbúðareign";72;78.4
21157;"Íbúðareign";150;82.7
22975;"Íbúðareign";100;81.4
24834;"Íbúðareign";130;91.8
38842;"Íbúðareign";100;127
26473;"Íbúðareign";180;85
28853;"Íbúðareign";283;97
26349;"Íbúðareign";100;95.3
19195;"Íbúðareign";20;54
49500;"Íbúðareign";283;177.5
27122;"Íbúðareign";90;63.9
33738;"Íbúðareign";90;94.9
48459;"Íbúðareign";100;166.9
20573;"Íbúðareign";220;70.1
52597;"Íbúðareign";20;112.2
20192;"Íbúðareign";160;85.3
26786;"Íbúðareign";91;112.8
36900;"Íbúðareign";270;104.5
44582;"Íbúðareign";270;132.4
18286;"Íbúðareign";160;50
22689;"Íbúðareign";160;84.7
91486;"Einbýlishús";220;299.7
46817;"Íbúðareign";91;130.3
34900;"Íbúðareign";90;86
32670;"Íbúðareign";90;65
38400;"Íbúðareign";90;93.9
27665;"Íbúðareign";90;63.9
32432;"Íbúðareign";270;101.6
24286;"Íbúðareign";200;89.8
31250;"Íbúðareign";130;110.4
27000;"Íbúðareign";130;95.7
17000;"Íbúðareign";200;51.3
34493;"Íbúðareign";270;119.3
37963;"Íbúðareign";25;107
85002;"Einbýlishús";75;256.9
40570;"Íbúðareign";90;86.3
19290;"Íbúðareign";90;51.5
26902;"Íbúðareign";100;94.4
20150;"Íbúðareign";160;80
29890;"Íbúðareign";90;65
28694;"Íbúðareign";181;79.5
31147;"Íbúðareign";90;65
31900;"Íbúðareign";90;65
22954;"Íbúðareign";130;70.7
29472;"Íbúðareign";100;105.5
31772;"Íbúðareign";20;99.8
20975;"Íbúðareign";90;39.7
28097;"Íbúðareign";181;83.2
30996;"Íbúðareign";85;65.4
33237;"Íbúðareign";100;102.6
30788;"Íbúðareign";80;87.4
35455;"Íbúðareign";80;101.3
39108;"Íbúðareign";90;86.3
43627;"Einbýlishús";150;286.3
15930;"Íbúðareign";20;49.8
39197;"Íbúðareign";280;121.1
69419;"Einbýlishús";180;184.9
17863;"Íbúðareign";100;46.5
32182;"Íbúðareign";90;72.8
30692;"Íbúðareign";90;63.9
36486;"Íbúðareign";11;79.5
28488;"Íbúðareign";72;82.6
31691;"Íbúðareign";280;95.2
36239;"Íbúðareign";270;106.4
25371;"Íbúðareign";281;97.2
18816;"Íbúðareign";100;53.5
32300;"Íbúðareign";120;110.4
25155;"Íbúðareign";200;108.1
28465;"Íbúðareign";91;100.9
35808;"Íbúðareign";284;123.1
20872;"Íbúðareign";72;64.6
23793;"Íbúðareign";270;60.1
27722;"Íbúðareign";120;97.4
27402;"Íbúðareign";270;89.2
15288;"Íbúðareign";90;48.7
25508;"Íbúðareign";270;73.1
33870;"Íbúðareign";11;77.2
24563;"Íbúðareign";100;73.6
25549;"Íbúðareign";90;86.8
18986;"Íbúðareign";161;92.2
29386;"Íbúðareign";25;65.7
21461;"Íbúðareign";90;63.4
28263;"Íbúðareign";25;80.9
33689;"Íbúðareign";90;65
29613;"Íbúðareign";90;58
28622;"Íbúðareign";90;63.7
30593;"Íbúðareign";90;63.7
19423;"Íbúðareign";91;54.9
33873;"Íbúðareign";100;90
26723;"Íbúðareign";91;105.8
28936;"Íbúðareign";280;89.9
65517;"Einbýlishús";281;261.8
29986;"Íbúðareign";80;84.8
59702;"Íbúðareign";70;117.6
22660;"Íbúðareign";100;57
26989;"Íbúðareign";80;75.2
34887;"Íbúðareign";270;106.4
25459;"Íbúðareign";100;73.4
20746;"Íbúðareign";90;63.6
21846;"Íbúðareign";170;95.3
17997;"Íbúðareign";161;73.3
24896;"Íbúðareign";90;87
18690;"Íbúðareign";161;72.2
23898;"Íbúðareign";70;33.2
16896;"Íbúðareign";160;55.9
18900;"Íbúðareign";100;48.5
41643;"Íbúðareign";90;130.2
37943;"Íbúðareign";100;114.3
21384;"Íbúðareign";161;92.2
20725;"Íbúðareign";80;55.9
27000;"Íbúðareign";120;70.7
18495;"Íbúðareign";161;72.2
26456;"Íbúðareign";90;57.9
24869;"Íbúðareign";90;58.1
54302;"Íbúðareign";20;121.9
36402;"Íbúðareign";85;112.9
27300;"Íbúðareign";130;104.3
36472;"Íbúðareign";220;101.6
28438;"Íbúðareign";72;85.3
34020;"Íbúðareign";80;107.6
29965;"Íbúðareign";72;100.2
34144;"Íbúðareign";70;82.6
23400;"Íbúðareign";130;86.7
27624;"Íbúðareign";110;104
57802;"Einbýlishús";120;186.1
22000;"Íbúðareign";25;57.2
39773;"Einbýlishús";20;79.3
20200;"Íbúðareign";130;65.7
56427;"Íbúðareign";80;206.1
23277;"Íbúðareign";130;85.3
26935;"Íbúðareign";130;72.8
27096;"Íbúðareign";280;69.6
34401;"Íbúðareign";25;74.9
27249;"Íbúðareign";120;109.5
18096;"Íbúðareign";200;56.1
26759;"Íbúðareign";100;97.3
16490;"Íbúðareign";161;54.3
27380;"Íbúðareign";200;95.6
22380;"Íbúðareign";72;50.4
28493;"Íbúðareign";281;82.3
55209;"Íbúðareign";20;82.8
23796;"Íbúðareign";20;64.3
35068;"Íbúðareign";90;102.2
25823;"Íbúðareign";130;91.5
17496;"Íbúðareign";20;40
22576;"Íbúðareign";90;41
26239;"Íbúðareign";90;63.9
26239;"Íbúðareign";90;63.7
26636;"Íbúðareign";90;65
60546;"Einbýlishús";140;218.7
28255;"Íbúðareign";110;90.7
28979;"Íbúðareign";100;99
29469;"Einbýlishús";20;81.4
42295;"Íbúðareign";181;128.7
42034;"Íbúðareign";100;119.4
31927;"Íbúðareign";91;136.3
21986;"Íbúðareign";90;62.1
25790;"Íbúðareign";72;80.5
34802;"Íbúðareign";100;118.4
51832;"Íbúðareign";120;188
28707;"Íbúðareign";180;105.4
29100;"Íbúðareign";180;101.2
23825;"Íbúðareign";160;84.7
19490;"Íbúðareign";160;63.4
40694;"Íbúðareign";72;125.1
52463;"Íbúðareign";90;140.3
31593;"Íbúðareign";100;79
18298;"Íbúðareign";160;67.5
43880;"Íbúðareign";100;129.4
102766;"Einbýlishús";280;192.3
13778;"Íbúðareign";100;37.9
35979;"Íbúðareign";281;131.2
35089;"Íbúðareign";90;117.4
23775;"Íbúðareign";100;80.5
35353;"Íbúðareign";100;107.8
21465;"Íbúðareign";72;71.6
24250;"Íbúðareign";170;103.6
40995;"Íbúðareign";280;125.7
19480;"Íbúðareign";170;91.1
26273;"Íbúðareign";72;77
19754;"Íbúðareign";120;81.8
24779;"Íbúðareign";160;84.7
23193;"Íbúðareign";91;68
24766;"Íbúðareign";130;80.1
22274;"Íbúðareign";130;78.1
83458;"Íbúðareign";70;165
42920;"Íbúðareign";100;112.4
22490;"Íbúðareign";160;96.9
28973;"Íbúðareign";100;97.1
22478;"Íbúðareign";100;67.5
24293;"Íbúðareign";100;77.7
25600;"Íbúðareign";100;108.4
28000;"Einbýlishús";75;57
27964;"Íbúðareign";72;79.6
39568;"Íbúðareign";100;110.2
22438;"Íbúðareign";91;73.8
19000;"Íbúðareign";160;70.3
29846;"Íbúðareign";130;87
24958;"Íbúðareign";150;91.6
29304;"Íbúðareign";70;89.8
18877;"Íbúðareign";200;61.3
29035;"Íbúðareign";100;92.7
38447;"Íbúðareign";90;117.6
32989;"Íbúðareign";25;114.2
23828;"Íbúðareign";20;63.5
44737;"Íbúðareign";20;131.9
25888;"Íbúðareign";130;88.3
24337;"Íbúðareign";72;69.2
75635;"Einbýlishús";75;151.5
22979;"Íbúðareign";72;52.9
25479;"Íbúðareign";31;55.5
29900;"Íbúðareign";90;58
40260;"Íbúðareign";100;107.7
27600;"Íbúðareign";120;78.6
36808;"Íbúðareign";100;104.8
17075;"Íbúðareign";161;78.8
39469;"Íbúðareign";90;119.3
36964;"Íbúðareign";180;122.1
18910;"Íbúðareign";170;84.2
29887;"Íbúðareign";70;82.3
36975;"Íbúðareign";20;78.7
48138;"Íbúðareign";72;126.2
61398;"Einbýlishús";180;182.9
32709;"Íbúðareign";130;111.9
19866;"Íbúðareign";20;57.2
28917;"Íbúðareign";91;100.4
34786;"Íbúðareign";100;90.5
36779;"Íbúðareign";100;110.3
24389;"Íbúðareign";100;82.7
32524;"Íbúðareign";180;126.8
19793;"Íbúðareign";20;40.3
28871;"Íbúðareign";80;90.3
21487;"Íbúðareign";180;65.3
22113;"Íbúðareign";100;68.5
17800;"Íbúðareign";72;54.2
61568;"Íbúðareign";90;122.2
37896;"Íbúðareign";180;144.7
32764;"Íbúðareign";72;87.7
33457;"Íbúðareign";100;80.3
31410;"Íbúðareign";110;103.8
41394;"Íbúðareign";120;158.8
27069;"Íbúðareign";200;112.1
27958;"Íbúðareign";180;86.5
27408;"Íbúðareign";72;74.8
29300;"Íbúðareign";85;97.3
22900;"Íbúðareign";100;74.2
37213;"Íbúðareign";270;116
17000;"Íbúðareign";200;51.4
31882;"Íbúðareign";210;103.4
39500;"Íbúðareign";11;111.2
34570;"Íbúðareign";72;79.9
81905;"Einbýlishús";283;270.3
27932;"Íbúðareign";100;82.6
17682;"Íbúðareign";220;53.6
25036;"Íbúðareign";170;92.1
40151;"Einbýlishús";120;134.5
49670;"Íbúðareign";90;115
35142;"Íbúðareign";85;104.5
31088;"Íbúðareign";100;84.9
27169;"Íbúðareign";91;84.6
51684;"Einbýlishús";72;128.6
22022;"Íbúðareign";72;74.9
40500;"Íbúðareign";91;135.5
25642;"Íbúðareign";100;67
27829;"Íbúðareign";91;86.9
12493;"Íbúðareign";20;28
